HOST;PUBLIC_IP;ESTADO;INTENTOS;TIEMPO (ms)
www.hefame.es;N/A;N/A;0;0.0
www.redsys.es;N/A;N/A;0;0.0
vuala.ua.es;N/A;KO;3;0.0
ccuma1i.sci.uma.es;N/A;KO;3;0.0
s159m97.unavarra.es;130.206.159.97;OK;1;26.0
k8swin.uned.es;62.204.213.111;OK;1;7.78
www.unirioja.es;N/A;N/A;0;0.0
ias.cc.upv.es;N/A;KO;3;0.0
www.us.es;N/A;N/A;0;0.0
www.usc.es;N/A;N/A;0;0.0
www.uv.es;147.156.200.249;OK;1;11.1
e7778.dsca.akamaiedge.net;104.83.43.111;OK;1;3.44
xataka.com;54.192.95.93;OK;1;2.86
xbox.com;N/A;N/A;0;0.0
xbyorange.com;N/A;N/A;0;0.0
xhamster.com;104.18.155.3;OK;1;2.96
xing.com;N/A;N/A;0;0.0
xnxx.com;N/A;N/A;0;0.0
xvideos.com;N/A;N/A;0;0.0
yahoo.com;74.6.143.25;OK;1;109
yelmocines.es;N/A;N/A;0;0.0
yelp.es;54.230.112.45;OK;1;31.4
yola.com;104.18.126.89;OK;1;3.00
youtube.com;142.250.200.142;OK;1;2.76
youtube.es;172.217.168.174;OK;1;3.53
yowi.tv;94.130.107.172;OK;2;43.9
yy.com;N/A;KO;3;0.0
zalando.es;34.111.24.118;OK;1;3.50
www.zara.com;2.17.39.138;OK;1;2.60
zippyshare.com;145.239.9.15;OK;1;22.3
zuora.com;N/A;N/A;0;0.0
