host;public_ip;status;attempts;city;region;country;source_point;destination;ASN;ISP;postal;timezone;latency (ms);date
accuweather.com;23.220.152.244;OK;2;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28025;Europe/Madrid;3.24;08-05-2023 22:07:07
agame.com;172.67.137.161;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.98;08-05-2023 22:07:07
amena.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:07
akamai.com;2.17.186.73;OK;1;Frankfurt am Main;Hesse;DE;40.4353,-3.6495;50.1155,8.6842;AS16625;Akamai Technologies, Inc.;60306;Europe/Berlin;39.2;08-05-2023 22:07:07
akf.de;92.204.236.87;OK;1;Strasbourg;Grand Est;FR;40.4353,-3.6495;48.5839,7.7455;AS8972;Host Europe GmbH;67905 CEDEX 9;Europe/Paris;32.9;08-05-2023 22:07:07
amazon.com;205.251.242.103;OK;1;Ashburn;Virginia;US;40.4353,-3.6495;39.0437,-77.4875;AS16509;Amazon.com, Inc.;20147;America/New_York;82.5;08-05-2023 22:07:08
antena3.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
anuncios.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
aliexpress.com;47.254.177.101;OK;2;Frankfurt am Main;Hesse;DE;40.4353,-3.6495;50.1112,8.6831;AS45102;Alibaba (US) Technology Co., Ltd.;60311;Europe/Berlin;32.0;08-05-2023 22:07:08
aparat.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
appcenter.ms;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
apple.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
amazon.es;52.95.120.38;OK;1;Dublin;Leinster;IE;40.4353,-3.6495;53.3346,-6.2733;AS16509;Amazon.com, Inc.;D08;Europe/Dublin;34.2;08-05-2023 22:07:08
appsflyer.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
analytics.google.com;172.217.17.14;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS15169;Google LLC;28001;Europe/Madrid;3.19;08-05-2023 22:07:08
aresbank.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
amp.dev;75.2.60.5;OK;1;Seattle;Washington;US;40.4353,-3.6495;47.5413,-122.3129;AS16509;Amazon.com, Inc.;98108;America/Los_Angeles;2.94;08-05-2023 22:07:08
arabbank.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
arvixe.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:08
android.com;142.250.201.68;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS15169;Google LLC;28001;Europe/Madrid;2.96;08-05-2023 22:07:08
anydesk.com;108.157.109.38;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;3.27;08-05-2023 22:07:09
asmallworld.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:09
arsys.com;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:09
atrapalo.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:09
ashleymadison.com;104.16.120.62;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.03;08-05-2023 22:07:09
atresplayer.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:09
as.com;84.53.133.98;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS20940;Akamai International B.V.;28025;Europe/Madrid;3.30;08-05-2023 22:07:09
applovin.com;141.193.213.20;OK;2;Austin;Texas;US;40.4353,-3.6495;30.2672,-97.7431;AS209242;Cloudflare London, LLC;78701;America/Chicago;2.60;08-05-2023 22:07:09
arsys.es;217.76.128.28;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS8560;IONOS SE;28001;Europe/Madrid;3.36;08-05-2023 22:07:09
asos.com;2.17.37.115;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS20940;Akamai International B.V.;28025;Europe/Madrid;3.30;08-05-2023 22:07:10
badoo.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:10
n.sni.global.fastly.net;151.101.133.91;OK;2;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS54113;Fastly, Inc.;28001;Europe/Madrid;3.07;08-05-2023 22:07:10
bancofar.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:10
avast.com;23.39.78.61;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28025;Europe/Madrid;5.13;08-05-2023 22:07:10
bancopichincha.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:10
dr49lng3n1n2s.cloudfront.net;18.67.238.68;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;3.50;08-05-2023 22:07:10
authorize.net;162.159.152.2;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.54;08-05-2023 22:07:10
avg.com;185.189.92.41;OK;2;Prague;Hlavní město Praha;CZ;40.4353,-3.6495;50.0880,14.4208;AS198605;AVAST Software s.r.o.;110 00;Europe/Prague;50.9;08-05-2023 22:07:11
bankia.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:11
bankinter.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:11
bankoa.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:11
baidu.com;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:11
bantierra.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:11
bankofbeijing.com.cn;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:11
bancosantander.es;2.17.181.168;OK;1;Frankfurt am Main;Hesse;DE;40.4353,-3.6495;50.1155,8.6842;AS16625;Akamai Technologies, Inc.;60306;Europe/Berlin;40.2;08-05-2023 22:07:12
bandcamp.com;151.101.2.132;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS54113;Fastly, Inc.;94107;America/Los_Angeles;2.89;08-05-2023 22:07:12
be.ceca.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:12
bancopopular.es;45.60.104.180;OK;1;Toronto;Ontario;CA;40.4353,-3.6495;43.7001,-79.4163;AS19551;Incapsula Inc;M5A;America/Toronto;106;08-05-2023 22:07:12
bbva.es;23.39.77.202;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28025;Europe/Madrid;2.66;08-05-2023 22:07:12
bemad.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:12
bancsabadell.com;45.148.222.10;OK;2;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS60813;Banco Sabadell;28001;Europe/Madrid;4.81;08-05-2023 22:07:12
barclays.co.uk;184.85.198.208;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28025;Europe/Madrid;3.44;08-05-2023 22:07:12
be2.es;93.104.242.20;OK;1;Thannhausen;Bavaria;DE;40.4353,-3.6495;48.2833,10.4692;AS8767;M-net Telekommunikations GmbH;86470;Europe/Berlin;34.7;08-05-2023 22:07:12
bebee.com;62.97.142.16;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS9165;PROSODIE IBERICA SL;28001;Europe/Madrid;4.53;08-05-2023 22:07:12
beinconnect.es;18.154.41.27;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;2.81;08-05-2023 22:07:13
bing.com;13.107.21.200;OK;1;Redmond;Washington;US;40.4353,-3.6495;47.6740,-122.1215;AS8068;Microsoft Corporation;98052;America/Los_Angeles;3.77;08-05-2023 22:07:13
bet365.es;5.226.179.12;OK;2;Basford, Stoke-on-Trent;England;GB;40.4353,-3.6495;53.0163,-2.2123;AS209242;Cloudflare London, LLC;ST5;Europe/London;2.40;08-05-2023 22:07:13
bmce-intl.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:13
blogger.com;216.58.215.137;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS15169;Google LLC;28001;Europe/Madrid;3.25;08-05-2023 22:07:13
blogs.route53.opera.com;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:13
bnl.it;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:13
boing.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:13
booking.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:13
Blogspot.com;142.250.200.137;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS15169;Google LLC;28001;Europe/Madrid;3.28;08-05-2023 22:07:14
burguerkingencasa.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0,0.0;N/A;N/A;N/A;N/A;0.0;08-05-2023 22:07:14
cadena100.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
cadenadial.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
buysellads.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
bluehost.com;104.18.28.109;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.65;08-05-2023 22:07:14
caixabank.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
caixabank.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
canalextremadura.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
canalsur.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
bmcebank.ma;212.217.29.195;OK;1;Abadou;Marrakesh-Safi;MA;40.4353,-3.6495;31.5792,-7.3131;AS6713;Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM;42072;Africa/Casablanca;23.7;08-05-2023 22:07:14
care2.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
carbonads.net;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
casadellibro.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
casalemedia.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
bnpparibas.es;184.84.31.228;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16625;Akamai Technologies, Inc.;28025;Europe/Madrid;3.22;08-05-2023 22:07:14
cashparking.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
buzznet.com;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
ccma.cat;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
callstats.io;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
cecabank.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:14
cadenaser.com;2.16.54.144;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS20940;Akamai International B.V.;28025;Europe/Madrid;2.58;08-05-2023 22:07:15
caringbridge.org;108.157.109.82;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;3.33;08-05-2023 22:07:15
cashconverters.es;108.157.98.56;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;55.8;08-05-2023 22:07:15
clarin.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:15
cdkeys.com;172.67.69.86;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;53.8;08-05-2023 22:07:15
c-date.es;93.104.242.20;OK;2;Thannhausen;Bavaria;DE;40.4353,-3.6495;48.2833,10.4692;AS8767;M-net Telekommunikations GmbH;86470;Europe/Berlin;34.6;08-05-2023 22:07:15
cloob.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:15
chinafm.es;217.13.94.225;OK;1;Valencia;Valencia;ES;40.4353,-3.6495;39.4697,-0.3774;AS25487;Digital Value SL;46001;Europe/Madrid;8.85;08-05-2023 22:07:15
cliver.tv;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0,0.0;N/A;N/A;N/A;N/A;0.0;08-05-2023 22:07:15
comercios.ceca.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:15
comlaude.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
cinesa.es;104.18.27.207;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.28;08-05-2023 22:07:16
classmates.com;104.18.25.23;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.72;08-05-2023 22:07:16
cope.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
couchsurfing.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
crashlytics.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
coches.net;54.192.95.85;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;3.59;08-05-2023 22:07:16
crtvg.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
cuatro.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
cootlogix.com;34.117.168.233;OK;1;Kansas City;Missouri;US;40.4353,-3.6495;39.0997,-94.5786;AS396982;Google LLC;64106;America/Chicago;3.21;08-05-2023 22:07:16
db.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
dbonline.deutsche-bank.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
deezer.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
constantcontact.com;208.75.122.14;OK;1;Boston;Massachusetts;US;40.4353,-3.6495;42.3584,-71.0598;AS40444;Constant Contact, Inc;02108;America/New_York;106;08-05-2023 22:07:16
cnnespanol.go-vip.net;192.0.66.142;OK;2;San Francisco;California;US;40.4353,-3.6495;37.7509,-122.4153;AS2635;Automattic, Inc;94110;America/Los_Angeles;4.03;08-05-2023 22:07:16
cherryroad.com;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:16
criteo.com;18.160.46.76;OK;1;South Riding;Virginia;US;40.4353,-3.6495;38.9209,-77.5039;AS16509;Amazon.com, Inc.;20152;America/New_York;88.3;08-05-2023 22:07:16
deliveroo.es;104.18.27.160;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.42;08-05-2023 22:07:17
icio.us;N/A;KO;3;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:17
delivery.karmabu.cdn.orange.com;90.84.143.145;OK;1;Paris;Île-de-France;FR;40.4353,-3.6495;48.8534,2.3488;AS5511;Orange S.A.;75000;Europe/Paris;2.16;08-05-2023 22:07:17
divinity.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:17
disneyplus.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:17
dailymotion.com;195.8.215.136;OK;3;Paris;Île-de-France;FR;40.4353,-3.6495;48.8534,2.3488;AS41690;Dailymotion S.A.;75000;Europe/Paris;22.6;08-05-2023 22:07:17
divxtotal3.net;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0,0.0;N/A;N/A;N/A;N/A;0.0;08-05-2023 22:07:17
dl.cube.lodz.karma.orange.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:17
deviantart.com;108.157.98.127;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS16509;Amazon.com, Inc.;28001;Europe/Madrid;2.86;08-05-2023 22:07:17
deloitte.com;170.194.156.208;OK;1;Washington;Washington, D.C.;US;40.4353,-3.6495;38.8951,-77.0364;AS26342;Deloitte Touche Tohmatsu Services, Inc.;20004;America/New_York;108;08-05-2023 22:07:17
diasp.org;170.39.215.215;OK;1;Bend;Oregon;US;40.4353,-3.6495;44.0582,-121.3153;AS397423;Tier.Net Technologies LLC;97708;America/Los_Angeles;162;08-05-2023 22:07:17
divxtotal.com;172.67.220.18;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;2.87;08-05-2023 22:07:17
dixmax.com;188.114.97.5;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.65;08-05-2023 22:07:17
dominospizza.es;194.224.110.10;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS3352;TELEFONICA DE ESPANA S.A.U.;28001;Europe/Madrid;4.26;08-05-2023 22:07:17
part-0015.t-0009.fdv2-t-msedge.net;13.107.237.43;OK;1;Redmond;Washington;US;40.4353,-3.6495;47.6740,-122.1215;AS8075;Microsoft Corporation;98052;America/Los_Angeles;3.40;08-05-2023 22:07:17
doubleclick.com;142.250.184.14;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS15169;Google LLC;28001;Europe/Madrid;3.13;08-05-2023 22:07:18
doubleclick.net;142.250.185.14;OK;1;Madrid;Madrid;ES;40.4353,-3.6495;40.4165,-3.7026;AS15169;Google LLC;28001;Europe/Madrid;3.22;08-05-2023 22:07:18
ebay.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:18
ebay.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:18
ebnbanco.com;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:18
dribbble.com;192.229.220.206;OK;1;Frankfurt am Main;Hesse;DE;40.4353,-3.6495;50.1155,8.6842;AS15133;Edgecast Inc.;60306;Europe/Berlin;2.54;08-05-2023 22:07:18
dwolla.com;104.16.74.153;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.20;08-05-2023 22:07:18
dropbox.com;162.125.248.18;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS19679;Dropbox, Inc.;94107;America/Los_Angeles;3.43;08-05-2023 22:07:18
edarling.es;104.18.30.109;OK;1;San Francisco;California;US;40.4353,-3.6495;37.7621,-122.3971;AS13335;Cloudflare, Inc.;94107;America/Los_Angeles;3.25;08-05-2023 22:07:18
ds-hostingsolutions.net;15.197.172.60;OK;2;Seattle;Washington;US;40.4353,-3.6495;47.6339,-122.3476;AS16509;Amazon.com, Inc.;98109;America/Los_Angeles;20.5;08-05-2023 22:07:18
elcorteingles.es;N/A;N/A;0;N/A;N/A;N/A;40.4353,-3.6495;0.0, 0.0;N/A;N/A;0;N/A;0.0;08-05-2023 22:07:18
