host;public_ip;status;attempts;latency (ms);date
ugr.es;150.214.27.71;OK;1;46.9;26-02-2023 00:47:21
uib.cat;N/A;N/A;0;0.0;26-02-2023 00:47:21
ull.es;N/A;N/A;0;0.0;26-02-2023 00:47:21
ulpgc.es;N/A;N/A;0;0.0;26-02-2023 00:47:21
um.es;N/A;N/A;0;0.0;26-02-2023 00:47:21
umh.es;N/A;N/A;0;0.0;26-02-2023 00:47:21
unav.edu;N/A;N/A;0;0.0;26-02-2023 00:47:21
unicajabanco.es;N/A;N/A;0;0.0;26-02-2023 00:47:21
unileon.es;193.146.99.94;OK;1;10.0;26-02-2023 00:47:21
uniovi.es;N/A;N/A;0;0.0;26-02-2023 00:47:21
unity.com;173.222.211.18;OK;1;25.5;26-02-2023 00:47:21
unity3d.com;92.123.56.41;OK;1;4.57;26-02-2023 00:47:22
univision.com;N/A;N/A;0;0.0;26-02-2023 00:47:22
unizar.es;155.210.11.37;OK;1;16.0;26-02-2023 00:47:22
uoc.edu;N/A;N/A;0;0.0;26-02-2023 00:47:22
upc.edu;147.83.2.135;OK;1;14.4;26-02-2023 00:47:22
upf.edu;34.160.111.234;OK;1;4.51;26-02-2023 00:47:22
uploaded.net;172.67.149.100;OK;1;3.69;26-02-2023 00:47:22
upm.es;N/A;N/A;0;0.0;26-02-2023 00:47:22
upo.es;N/A;N/A;0;0.0;26-02-2023 00:47:22
urjc.es;212.128.240.50;OK;1;7.03;26-02-2023 00:47:22
urv.cat;N/A;N/A;0;0.0;26-02-2023 00:47:22
e5701.ce.akamaiedge.net;23.51.228.19;OK;1;5.08;26-02-2023 00:47:22
usal.es;N/A;N/A;0;0.0;26-02-2023 00:47:22
vampirefreaks.com;23.227.38.65;OK;1;3.95;26-02-2023 00:47:23
lbf-ext-dc1-nl-b.front.vpgrp.net;185.183.113.101;OK;1;28.8;26-02-2023 00:47:23
b44110.1.cdn.telefonica.com;N/A;KO;3;0.0;26-02-2023 00:47:24
verisure.es;13.248.207.126;OK;2;3.77;26-02-2023 00:47:25
verizon.com;192.16.31.89;OK;1;98.8;26-02-2023 00:47:25
vibbo.com;52.84.66.6;OK;1;5.09;26-02-2023 00:47:26
victoriamilan.com;N/A;N/A;0;0.0;26-02-2023 00:47:26
vimeo.com;162.159.128.61;OK;1;3.97;26-02-2023 00:47:26
vips.es;N/A;N/A;0;0.0;26-02-2023 00:47:26
vk.com;87.240.132.67;OK;2;75.7;26-02-2023 00:47:27
vodafone.com;N/A;N/A;0;0.0;26-02-2023 00:47:27
vodafonetvonline.es;52.210.114.95;OK;1;39.5;26-02-2023 00:47:27
d2hu0yt003p47y.cloudfront.net;18.154.41.47;OK;1;4.21;26-02-2023 00:47:27
wayn.com;N/A;KO;3;0.0;26-02-2023 00:47:29
web.telegram.org;N/A;N/A;0;0.0;26-02-2023 00:47:29
siv034.unican.es;193.144.193.60;OK;1;15.1;26-02-2023 00:47:29
web1.wechat.com;203.205.251.169;OK;3;258;26-02-2023 00:47:30
mmx-ds.cdn.whatsapp.net;179.60.192.51;OK;1;25.6;26-02-2023 00:47:30
webempresa.com;87.98.229.251;OK;1;22.3;26-02-2023 00:47:31
webnode.es;82.208.18.34;OK;1;42.8;26-02-2023 00:47:31
websitebuilder.com;N/A;N/A;0;0.0;26-02-2023 00:47:31
wechat.com;N/A;KO;3;0.0;26-02-2023 00:47:33
weebly.com;74.115.50.110;OK;2;193;26-02-2023 00:47:34
wego.here.com;18.154.41.23;OK;1;5.57;26-02-2023 00:47:34
weheartit.com;N/A;KO;3;0.0;26-02-2023 00:47:36
weibo.com;36.51.224.53;OK;2;256;26-02-2023 00:47:37
whatsapp.com;179.60.192.51;OK;1;26.1;26-02-2023 00:47:37
whois.edu.za;192.96.24.1;OK;2;190;26-02-2023 00:47:38
wikipedia.org;185.15.58.224;OK;1;35.0;26-02-2023 00:47:38
wildwestdomains.com;208.109.192.68;OK;1;170;26-02-2023 00:47:38
wish.com;N/A;N/A;0;0.0;26-02-2023 00:47:38
wizink.es;N/A;N/A;0;0.0;26-02-2023 00:47:38
Wordpress.com;192.0.78.17;OK;1;6.97;26-02-2023 00:47:38
wordreference.com;23.111.171.90;OK;2;99.8;26-02-2023 00:47:39
worldpay.com;N/A;KO;3;0.0;26-02-2023 00:47:40
wuaki.tv;N/A;N/A;0;0.0;26-02-2023 00:47:40
www.abchina.com;N/A;N/A;0;0.0;26-02-2023 00:47:41
e1066.dscb.akamaiedge.net;23.74.85.53;OK;1;3.56;26-02-2023 00:47:41
www.boc.cn;N/A;N/A;0;0.0;26-02-2023 00:47:41
www.caixaontinyent.es;N/A;N/A;0;0.0;26-02-2023 00:47:41
www.hefame.es;N/A;N/A;0;0.0;26-02-2023 00:47:41
www.redsys.es;N/A;N/A;0;0.0;26-02-2023 00:47:41
vuala.ua.es;N/A;KO;3;0.0;26-02-2023 00:47:43
ccuma1i.sci.uma.es;N/A;KO;3;0.0;26-02-2023 00:47:44
s159m97.unavarra.es;130.206.159.97;OK;1;23.2;26-02-2023 00:47:45
k8swin.uned.es;62.204.213.111;OK;2;7.46;26-02-2023 00:47:45
www.unirioja.es;N/A;N/A;0;0.0;26-02-2023 00:47:45
ias.cc.upv.es;N/A;KO;3;0.0;26-02-2023 00:47:47
www.us.es;N/A;N/A;0;0.0;26-02-2023 00:47:47
www.usc.es;N/A;N/A;0;0.0;26-02-2023 00:47:47
www.uv.es;147.156.200.249;OK;1;13.6;26-02-2023 00:47:47
e7778.dsca.akamaiedge.net;23.73.169.167;OK;1;3.18;26-02-2023 00:47:47
xataka.com;54.192.95.72;OK;1;4.21;26-02-2023 00:47:47
xbox.com;N/A;N/A;0;0.0;26-02-2023 00:47:47
xbyorange.com;N/A;N/A;0;0.0;26-02-2023 00:47:47
xhamster.com;104.18.156.3;OK;1;4.14;26-02-2023 00:47:47
xing.com;N/A;N/A;0;0.0;26-02-2023 00:47:47
xnxx.com;N/A;N/A;0;0.0;26-02-2023 00:47:47
xvideos.com;N/A;N/A;0;0.0;26-02-2023 00:47:47
yahoo.com;74.6.231.20;OK;1;126;26-02-2023 00:47:47
yelmocines.es;N/A;N/A;0;0.0;26-02-2023 00:47:47
yelp.es;54.230.112.45;OK;1;32.5;26-02-2023 00:47:48
yola.com;104.18.126.89;OK;1;6.41;26-02-2023 00:47:48
youtube.com;216.58.215.174;OK;1;5.16;26-02-2023 00:47:48
youtube.es;142.250.201.78;OK;1;7.14;26-02-2023 00:47:48
yowi.tv;157.90.166.8;OK;3;44.0;26-02-2023 00:47:49
yy.com;N/A;KO;3;0.0;26-02-2023 00:47:51
zalando.es;34.111.24.118;OK;1;4.22;26-02-2023 00:47:51
www.zara.com;2.17.211.191;OK;1;5.46;26-02-2023 00:47:51
zippyshare.com;145.239.9.15;OK;1;22.9;26-02-2023 00:47:51
zuora.com;N/A;N/A;0;0.0;26-02-2023 00:47:51
